 ID-EVENTO;TITULO;GRATUITO;LARGA-DURACION;DIAS-SEMANA;FECHA;FECHA-FIN;HORA;CONTENT-URL;NOMBRE-INSTALACION;ACCESIBILIDAD-INSTALACION;CLASE-VIAL-INSTALACION;NOMBRE-VIA-INSTALACION;NUM-INSTALACION;DISTRITO-INSTALACION;BARRIO-INSTALACION;CODIGO-POSTAL-INSTALACION;COORDENADA-X;COORDENADA-Y;TIPO
000012270849;Conferencia: El Madrid de los Espías;1;0;;2024-02-19 00:00:00.0;2024-02-19 23:59:00.0;11:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=94f70e79d495d810VgnVCM1000001d4a900aRCRD;Centro Sociocultural Eduardo Chillida (Moratalaz);1;CALLE;ARROYO BELINCOSO;9;MORATALAZ;MEDIA LEGUA;28030;444591;4473396;/contenido/actividades/ExcursionesItinerariosVisitas
000012270838;Conferencia: El Renacimiento y el Manierismo en España;1;0;;2024-02-28 00:00:00.0;2024-02-28 23:59:00.0;18:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4cb70e79d495d810VgnVCM1000001d4a900aRCRD;Centro Cultural el Torito (Moratalaz);1;AVENIDA;MORATALAZ;130;MORATALAZ;VINATEROS;28030;445141;4473033;/contenido/actividades/ExcursionesItinerariosVisitas
000012270548;Conferencia: 'ISABEL LA CATÓLICA';1;0;;2024-02-27 00:00:00.0;2024-02-27 23:59:00.0;19:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=535b61f41b55d810VgnVCM2000001f4a900aRCRD;Centro Sociocultural Rafael de León (Fuencarral - El Pardo);1;CALLE;ISLA DE ONS;14;FUENCARRAL-EL PARDO;PEÑA GRANDE;28035;438850;4481314;/contenido/actividades/ConferenciasColoquios/Historia
000012257957;Conferencia: `El Autocuidado. Sesión 2: El  Autocuidado Emocional´;1;0;;2024-02-22 00:00:00.0;2024-02-22 23:59:00.0;11:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cea092b4ec71d810VgnVCM1000001d4a900aRCRD;Centro Sociocultural Bohemios (Villaverde);1;CALLE;LOS BOHEMIOS;1;VILLAVERDE;LOS ANGELES;28041;441066;4467547;/contenido/actividades/ConferenciasColoquios
000012243151;Conociendo China;1;0;;2024-02-23 00:00:00.0;2024-02-23 23:59:00.0;18:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=51b5b2e2509ec810VgnVCM2000001f4a900aRCRD;Biblioteca Pública Municipal Gabriel García Márquez (Usera);1,6;PLAZA;PUEBLO;2;USERA;ORCASUR;28041;440472;4468702;/contenido/actividades/CursosTalleres
000012267915;Conseguido;1;0;;2024-02-21 00:00:00.0;2024-02-21 23:59:00.0;19:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8eb9774a8b44d810VgnVCM2000001f4a900aRCRD;Centro Cultural Emilia Pardo Bazán (Salamanca);1;CALLE;GOYA;1;SALAMANCA;RECOLETOS;28001;441502;4475253;/contenido/actividades/ConferenciasColoquios
000012274700;Construye un divertido juego de mesa: 'El Mancala';1;0;;2024-02-24 00:00:00.0;2024-02-24 23:59:00.0;11:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9d484220fc36d810VgnVCM2000001f4a900aRCRD;Centro de Educación Ambiental y Cultural Maris Stella (Usera);1;CALLE;DOCTOR TOLOSA LATOUR;16;USERA;PRADOLONGO;28026;440301;4469524;/contenido/actividades/CursosTalleres
000012271426;Conversaciones con mamá;1;0;;2024-02-16 00:00:00.0;2024-02-16 23:59:00.0;18:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=401fa9bdbd95d810VgnVCM2000001f4a900aRCRD;Centro Cultural Meseta de Orcasitas (Usera);1;PLAZA;ASOCIACION;1;USERA;ORCASITAS;28041;439882;4469031;/contenido/actividades/TeatroPerformance
000012088094;Conversaciones en inglés;1;1;M;2023-10-03 00:00:00.0;2024-06-25 23:59:00.0;18:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a6f3037db2a6a810VgnVCM2000001f4a900aRCRD;Biblioteca Pública Municipal Ángel González (Latina);1,6;CALLE;GRANJA DE TORREHERMOSA;1;LATINA;ALUCHE;28024;434954;4472113;/contenido/actividades/CursosTalleres
000012267813;Coro con Ton y Son;1;0;;2024-02-10 00:00:00.0;2024-02-10 23:59:00.0;19:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=63a049ab8114d810VgnVCM2000001f4a900aRCRD;Centro Cultural Emilia Pardo Bazán (Salamanca);1;CALLE;GOYA;1;SALAMANCA;RECOLETOS;28001;441502;4475253;/contenido/actividades/Musica
000012263157;Coro Rociero Valdebernardo. Rumbas, sevillanas y flamenco.;1;0;;2024-02-16 00:00:00.0;2024-02-16 23:59:00.0;19:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b3dbbaf15a13d810VgnVCM2000001f4a900aRCRD;Centro Cultural el Madroño (Vicálvaro);1;CALLE;VILLARDONDIEGO;36;VICALVARO;CASCO H.VICALVARO;28032;448357;4472920;/contenido/actividades/Musica
000012272909;Crea y recrea;1;0;;2024-02-12 00:00:00.0;2024-02-12 23:59:00.0;17:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=136485fbede5d810VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal Dámaso Alonso (Chamartín);1;CALLE;MANUEL FERRERO;1;CHAMARTIN;CASTILLA;28036;441962;4479867;/contenido/actividades/CursosTalleres
000012273473;Creación de marionetas de Java y sombras chinescas para recibir el Nuevo Año Chino del Dragón;1;0;;2024-02-10 00:00:00.0;2024-02-10 23:59:00.0;16:45;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=82337e6605f5d810VgnVCM2000001f4a900aRCRD;Centro de Educación Ambiental y Cultural Maris Stella (Usera);1;CALLE;DOCTOR TOLOSA LATOUR;16;USERA;PRADOLONGO;28026;440301;4469524;/contenido/actividades/CursosTalleres
000012273474;Creación de marionetas de Java y sombras chinescas para recibir el Nuevo Año Chino del Dragón;1;0;;2024-02-16 00:00:00.0;2024-02-16 23:59:00.0;10:45;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=74337e6605f5d810VgnVCM2000001f4a900aRCRD;Centro de Educación Ambiental y Cultural Maris Stella (Usera);1;CALLE;DOCTOR TOLOSA LATOUR;16;USERA;PRADOLONGO;28026;440301;4469524;/contenido/actividades/CursosTalleres
000012127886;"Croatian Amor &amp; Iceboy Violet";0;0;;2024-03-22 00:00:00.0;2024-03-22 23:59:00.0;20:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ae5fcf33aa81b810VgnVCM1000001d4a900aRCRD;Centro de Cultura Contemporánea Conde Duque;1;CALLE;CONDE DUQUE;9;CENTRO;UNIVERSIDAD;28015;439723;4475438;/contenido/actividades/ProgramacionDestacadaAgendaCultura
000012277790;Cuentacuentos bilingüe español-chino 'La historia de Nian';1;0;;2024-02-17 00:00:00.0;2024-02-17 23:59:00.0;12:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=921133e7dc96d810VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal Iván de Vargas (Centro);1,6;CALLE;SAN JUSTO;5;CENTRO;PALACIO;28005;439775;4473962;
000012270533;Cuentacuentos con pictogramas: 'DICEN Y CUENTAN';1;0;;2024-02-10 00:00:00.0;2024-02-10 23:59:00.0;12:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c37a61f41b55d810VgnVCM2000001f4a900aRCRD;Centro Sociocultural Rafael de León (Fuencarral - El Pardo);1;CALLE;ISLA DE ONS;14;FUENCARRAL-EL PARDO;PEÑA GRANDE;28035;438850;4481314;/contenido/actividades/CuentacuentosTiteresMarionetas
000012270501;Cuentacuentos con pictogramas: 'TIP TIP ZOP';1;0;;2024-02-10 00:00:00.0;2024-02-10 23:59:00.0;12:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=af7445704455d810VgnVCM2000001f4a900aRCRD;Centro Sociocultural Valverde (Fuencarral - El Pardo);1;PLAZA;ISLAS AZORES;1;FUENCARRAL-EL PARDO;VALVERDE;28034;441699;4482933;/contenido/actividades/CuentacuentosTiteresMarionetas
000012233892;Cuentacuentos en inglés  `Zog´;1;0;;2024-02-19 00:00:00.0;2024-02-19 23:59:00.0;18:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9c2bcf426faac810VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal Mario Vargas Llosa (Centro);1,6;CALLE;BARCELO;4;CENTRO;JUSTICIA;28004;440645;4475347;/contenido/actividades/CuentacuentosTiteresMarionetas
000012233916;Cuentacuentos en inglés `Little Red Riding Hood´;1;0;;2024-03-18 00:00:00.0;2024-03-18 23:59:00.0;18:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=561dcf426faac810VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal Mario Vargas Llosa (Centro);1,6;CALLE;BARCELO;4;CENTRO;JUSTICIA;28004;440645;4475347;/contenido/actividades/CuentacuentosTiteresMarionetas
000012238632;Cuentacuentos 'No soy un extraterrestre' por Luz Zorzona;1;0;;2024-02-09 00:00:00.0;2024-02-09 23:59:00.0;18:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f0fd33ef1a5bc810VgnVCM2000001f4a900aRCRD;Biblioteca Pública Municipal Mario Vargas Llosa (Centro);1,6;CALLE;BARCELO;4;CENTRO;JUSTICIA;28004;440645;4475347;/contenido/actividades/CuentacuentosTiteresMarionetas
000012264022;Cuentacuentos: Historias increíbles de mujeres que hacen ciencia;1;0;;2024-02-11 00:00:00.0;2024-02-11 23:59:00.0;11:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=eb71a1420263d810VgnVCM1000001d4a900aRCRD;Centro de Educación Ambiental de Dehesa de la Villa;1;PARQUE;DEHESA DE LA VILLA;0;MONCLOA-ARAVACA;;28039;439102;4478967;/contenido/actividades/CuentacuentosTiteresMarionetas
000012270502;Cuentacuentos: 'LA GRAN AVENTURA DE LOS ANIMALES';1;0;;2024-02-23 00:00:00.0;2024-02-23 23:59:00.0;18:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d6a445704455d810VgnVCM2000001f4a900aRCRD;Centro Sociocultural Valverde (Fuencarral - El Pardo);1;PLAZA;ISLAS AZORES;1;FUENCARRAL-EL PARDO;VALVERDE;28034;441699;4482933;/contenido/actividades/CuentacuentosTiteresMarionetas
000012266868;Cuentacuentos: 'Mi alma siempre te querrá' de María Ferrándiz;0;0;;2024-03-09 00:00:00.0;2024-03-09 23:59:00.0;12:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e3d5dc4cdff3d810VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal San Fermín (Usera);1,5,6;AVENIDA;SAN FERMIN;10;USERA;SAN FERMIN;28041;441188;4469184;/contenido/actividades/CuentacuentosTiteresMarionetas
000012150824;Cuéntame un cuento;1;1;L,M,X,J,V,S;2023-11-30 00:00:00.0;2024-02-29 23:59:00.0;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c05391bfd349b810VgnVCM1000001d4a900aRCRD;Centro Cultural Clara del Rey - Museo ABC (Centro);1;CALLE;AMANIEL;29;CENTRO;UNIVERSIDAD;28015;439813;4475439;/contenido/actividades/Exposiciones
000012266406;Cuento que te canto;1;0;;2024-02-18 00:00:00.0;2024-02-18 23:59:00.0;12:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=928193d324d3d810VgnVCM1000001d4a900aRCRD;Centro Cultural San Francisco La Prensa (Carabanchel);1;CALLE;ALISEDA;4;CARABANCHEL;PUERTA BONITA;28025;437044;4469856;/contenido/actividades/TeatroPerformance
000012265175;Cuentos de amor y mal amor;0;0;;2024-02-24 00:00:00.0;2024-02-24 23:59:00.0;18:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=057a1cf657a3d810VgnVCM1000001d4a900aRCRD;Matadero Madrid;1;PLAZA;LEGAZPI;8;ARGANZUELA;CHOPERA;28045;440946;4471422;
000012272664;Cuentos en alta mar;1;0;;2024-03-02 00:00:00.0;2024-03-02 23:59:00.0;12:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3bd2877f5ae5d810VgnVCM2000001f4a900aRCRD;Junta Municipal del Distrito de Usera;1;AVENIDA;RAFAELA YBARRA;41;USERA;PRADOLONGO;28026;439670;4470445;/contenido/actividades/CuentacuentosTiteresMarionetas
000012234370;Cuentos vivientes. Homenaje a Italo Calvino;0;0;;2024-02-18 00:00:00.0;2024-02-18 23:59:00.0;11:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=87fa9c1fd5fac810VgnVCM1000001d4a900aRCRD;Casa del Lector;3;PASEO;CHOPERA;14;ARGANZUELA;CHOPERA;28045;440828;4471551;
000012262199;Curso de formación a familias de Primaria. Distrito Retiro. 2024.;1;1;M;2024-02-06 00:00:00.0;2024-04-30 23:59:00.0;16:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=be1cccd78d12d810VgnVCM2000001f4a900aRCRD;Colegio Público José Calvo Sotelo;0;AVENIDA;CIUDAD DE BARCELONA;83;RETIRO;ADELFAS;28007;442826;4472467;
000012262113;Curso de formación a familias de Secundaria. Distrito Retiro. 2024.;1;1;X;2024-02-07 00:00:00.0;2024-05-08 23:59:00.0;16:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=42daccd78d12d810VgnVCM2000001f4a900aRCRD;Instituto de Educación Secundaria (IES) La Estrella;0;CALLE;ESTRELLA POLAR;10;RETIRO;ESTRELLA;28007;443436;4473417;
000012266875;Curso presencial de escritura creativa;1;0;;2024-02-17 00:00:00.0;2024-02-17 23:59:00.0;11:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=be96dc4cdff3d810VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal San Fermín (Usera);1,5,6;AVENIDA;SAN FERMIN;10;USERA;SAN FERMIN;28041;441188;4469184;/contenido/actividades/CursosTalleres
000012270478;Cursos trimestrales;1;1;M,X;2024-02-06 00:00:00.0;2024-02-28 23:59:00.0;17:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=60f245704455d810VgnVCM2000001f4a900aRCRD;Centro Sociocultural Valle Inclán (Fuencarral - El Pardo);1;CALLE;ARZOBISPO MORCILLO;7;FUENCARRAL-EL PARDO;LA PAZ;28029;441233;4481384;/contenido/actividades/ConferenciasColoquios
000012272167;Danza: Expresarte y Valcárcel;1;0;;2024-02-15 00:00:00.0;2024-02-15 23:59:00.0;12:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=32984be663b5d810VgnVCM2000001f4a900aRCRD;Centro Cultural el Torito (Moratalaz);1;AVENIDA;MORATALAZ;130;MORATALAZ;VINATEROS;28030;445141;4473033;/contenido/actividades/DanzaBaile
000012256522;Danza: `De Raíces y Ramas´;1;0;;2024-02-23 00:00:00.0;2024-02-23 23:59:00.0;19:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bdf42a769571d810VgnVCM2000001f4a900aRCRD;Centro Sociocultural Bohemios (Villaverde);1;CALLE;LOS BOHEMIOS;1;VILLAVERDE;LOS ANGELES;28041;441066;4467547;/contenido/actividades/DanzaBaile
000012277744;De cantos de sirena a la paloma;1;0;;2024-02-11 00:00:00.0;2024-02-11 23:59:00.0;19:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ffbefe70cd96d810VgnVCM2000001f4a900aRCRD;Auditorio Joaquín Rosado (Moncloa-Aravaca);1,6;CALLE;SANTA POLA;22;MONCLOA-ARAVACA;CASA DE CAMPO;28008;437516;4475994;/contenido/actividades/Musica
000012276313;De la cuna a la luna;1;0;;2024-02-27 00:00:00.0;2024-02-27 23:59:00.0;17:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=74c75975d046d810VgnVCM2000001f4a900aRCRD;Biblioteca Pública Municipal Canillejas (San Blas-Canillejas);0;CALLE;BOLTAÑA;23;SAN BLAS-CANILLEJAS;CANILLEJAS;28022;448119;4477485;/contenido/actividades/CuentacuentosTiteresMarionetas
000012267243;De Río a Madrid;1;0;;2024-02-16 00:00:00.0;2024-02-16 23:59:00.0;19:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=be790b545b04d810VgnVCM2000001f4a900aRCRD;Centro Cultural Lope de Vega (Puente de Vallecas);1;CALLE;CONCEJO DE TEVERGA;1;PUENTE DE VALLECAS;ENTREVIAS;28053;442974;4470850;/contenido/actividades/Musica
000012230752;De Villaverde a Casa de Campo;1;0;;2024-02-18 00:00:00.0;2024-02-18 00:00:00.0;0:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=438508803309c810VgnVCM1000001d4a900aRCRD;Centro de Educación Ambiental de Casa de Campo;1;PARQUE;CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO);;MONCLOA-ARAVACA;CASA DE CAMPO;28011;437990;4474399;
000012095354;Decir Si o No;0;1;L,M,X,J,V;2023-09-11 00:00:00.0;2024-06-14 23:59:00.0;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c791f84fe188a810VgnVCM1000001d4a900aRCRD;Matadero Madrid;1;PLAZA;LEGAZPI;8;ARGANZUELA;CHOPERA;28045;440946;4471422;/contenido/actividades/CursosTalleres
000012050485;Descarados;0;1;M,X,J,V,S,D;2024-05-16 00:00:00.0;2024-06-02 23:59:00.0;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d47ae6b609029810VgnVCM1000001d4a900aRCRD;Fernán Gómez Centro Cultural de la Villa;1,6;PLAZA;COLON;4;SALAMANCA;RECOLETOS;28001;441472;4475155;/contenido/actividades/ProgramacionDestacadaAgendaCultura
000012270363;Descendientes del Loong;1;1;L,M,X,J,V;2024-02-01 00:00:00.0;2024-02-28 23:59:00.0;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c5b68d6c9155d810VgnVCM2000001f4a900aRCRD;Centro Cultural Usera 1;2;AVENIDA;RAFAELA YBARRA;49;USERA;PRADOLONGO;28026;439651;4470300;/contenido/actividades/Exposiciones
000012269512;Descifrando la masculinidad;1;1;L;2024-02-05 00:00:00.0;2024-02-19 23:59:00.0;18:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=40720ea53f25d810VgnVCM1000001d4a900aRCRD;Espacio de Igualdad Nieves Torres. Chamartín;1;CALLE;ENRIQUE JARDIEL PONCELA;8;CHAMARTIN;NUEVA ESPAÑA;28016;443189;4479129;/contenido/actividades/CursosTalleres
000011876324;Descubre El Retiro;1;0;;2024-02-17 00:00:00.0;2024-02-17 23:59:00.0;11:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=abe46aac7ba15810VgnVCM1000001d4a900aRCRD;Centro de Información y Educación Ambiental El Huerto de El Retiro;1;PASEO;FERNAN NUÑEZ;2;RETIRO;LOS JERONIMOS;28009;441779;4473428;
000011725146;Descubre el Vivero de Estufas del Retiro;1;0;;2024-02-22 00:00:00.0;2024-02-22 23:59:00.0;11:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=caf9c0b0864b1810VgnVCM2000001f4a900aRCRD;Centro de Información y Educación Ambiental El Huerto de El Retiro;1;PASEO;FERNAN NUÑEZ;2;RETIRO;LOS JERONIMOS;28009;441779;4473428;
000011724761;Descubre el Vivero de Estufas del Retiro;1;0;;2024-03-02 00:00:00.0;2024-03-02 23:59:00.0;11:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f5e21130a93b1810VgnVCM1000001d4a900aRCRD;Centro de Información y Educación Ambiental El Huerto de El Retiro;1;PASEO;FERNAN NUÑEZ;2;RETIRO;LOS JERONIMOS;28009;441779;4473428;
000011769476;Descubre el Vivero de Estufas del Retiro;1;0;;2024-03-07 00:00:00.0;2024-03-07 23:59:00.0;11:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0348af6138133810VgnVCM2000001f4a900aRCRD;Centro de Información y Educación Ambiental El Huerto de El Retiro;1;PASEO;FERNAN NUÑEZ;2;RETIRO;LOS JERONIMOS;28009;441779;4473428;
000012231575;Descubre las aves del Retiro en familia;1;0;;2024-03-24 00:00:00.0;2024-03-24 23:59:00.0;11:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b63f84114f09c810VgnVCM2000001f4a900aRCRD;Centro de Información y Educación Ambiental El Huerto de El Retiro;1;PASEO;FERNAN NUÑEZ;2;RETIRO;LOS JERONIMOS;28009;441779;4473428;
000012265157;Descubre los verdaderos y Grandes enigmas de la ciencia;0;0;;2024-02-11 00:00:00.0;2024-02-11 23:59:00.0;11:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4ac91cf657a3d810VgnVCM1000001d4a900aRCRD;Matadero Madrid;1;PLAZA;LEGAZPI;8;ARGANZUELA;CHOPERA;28045;440946;4471422;
000012274723;Descubre Pradolongo;1;0;;2024-02-25 00:00:00.0;2024-02-25 23:59:00.0;11:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=05d84220fc36d810VgnVCM2000001f4a900aRCRD;Centro de Educación Ambiental y Cultural Maris Stella (Usera);1;CALLE;DOCTOR TOLOSA LATOUR;16;USERA;PRADOLONGO;28026;440301;4469524;/contenido/actividades/ActividadesCalleArteUrbano
000012253781;Desvelos;1;0;;2024-02-18 00:00:00.0;2024-02-18 23:59:00.0;18:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=565552d1ac11d810VgnVCM1000001d4a900aRCRD;Centro Cultural Casa de Vacas (Retiro);1;PASEO;COLOMBIA;1;RETIRO;LOS JERONIMOS;28009;441967;4474495;/contenido/actividades/DanzaBaile
000012259026;Días No Lectivos 22 y 23 de Febrero - Campamento Urbano Villaverde;1;1;J,V;2024-02-22 00:00:00.0;2024-02-23 23:59:00.0;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e775bc730bb1d810VgnVCM1000001d4a900aRCRD;;;;;;;;;;;/contenido/actividades/Campamentos
000012254145;Días sin cole, 22 y 23 de febrero de 2024 del Distrito de Chamartín;1;1;L,M,X,J,V,S,D;2024-02-22 00:00:00.0;2024-02-23 23:59:00.0;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7ef8f22f3621d810VgnVCM2000001f4a900aRCRD;;;;;;;;;;;
000012281510;Diego Rivera Gibert y Enrique LaPaz;1;0;;2024-02-17 00:00:00.0;2024-02-17 23:59:00.0;19:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=335e22cae188d810VgnVCM2000001f4a900aRCRD;Auditorio Joaquín Rosado (Moncloa-Aravaca);1,6;CALLE;SANTA POLA;22;MONCLOA-ARAVACA;CASA DE CAMPO;28008;437516;4475994;/contenido/actividades/Musica
000012265466;Disfraza T;1;0;;2024-02-11 00:00:00.0;2024-02-11 23:59:00.0;12:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=910ae03981b3d810VgnVCM2000001f4a900aRCRD;Centro Cultural San Francisco La Prensa (Carabanchel);1;CALLE;ALISEDA;4;CARABANCHEL;PUERTA BONITA;28025;437044;4469856;/contenido/actividades/CursosTalleres
000012265474;Disfraza T;1;0;;2024-02-11 00:00:00.0;2024-02-11 23:59:00.0;12:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=063be03981b3d810VgnVCM2000001f4a900aRCRD;Centro Cultural Fernando Lázaro Carreter (Carabanchel);1;CALLE;VERDAD;29;CARABANCHEL;OPAÑEL;28019;439136;4471474;/contenido/actividades/CursosTalleres
