"place"
"PO CASTELLANA 223"
"CL JOSE BARDASANO BAOS 5"
"AV AMERICA 32"
"AV CONCHA ESPINA 41"
"CL GENERAL PARDIÑAS 93"
"CL VASCOS 2"
"CL MENDEZ ALVARO 68"
"CL GASOMETRO 1"
"CL TENERIFE 31"
"CL JUAN RAMON JIMENEZ 18"
"CL SANTA HORTENSIA 62"
"CL GRANADA 19"
"CL PONZANO 100"
"CL PINAR 17"
"CL POTOSI 7"
"CL MANUEL CORTINA 1"
"CL MORETO 13"
"CL FRANCISCO DE ROJAS 1"
"CARLOS Y GUILLERMO FDEZ. 1"
"CL SANTA SABINA 8"
"CL VALDERRIBAS 55"
"PO CASTELLANA 101"
"CL JENNER 1"
"PO LA HABANA 56"
"CL JUAN BRAVO 55"
"CL LOPE DE HARO 28"
"CL ALONSO CANO 64"
"CL SANTA ENGRACIA 96"
"CL MONTEJURRA 36"
"CL PADRE CLARET 23"
"CL BALLESTA 26"
"MODESTO LAFUENTE, 13"
"CL MARTIN SOLER 6"
"AV ALFONSO XIII 117"
"CL PUERTO DE BEJAR 30"
"CL COSTA RICA 14"
"CL PAMPLONA 2"
"CL GALILEO 27"
"CL MENDEZ ALVARO 70"
"GUADIANA, 12"
"CL JOSE ORTEGA Y GASSET 82"
"CL MORILES 6"
"CL MARQUES DE VIANA 49"
"CL BRISTOL 21"
"CL LEON GIL DE PALACIO 2"
"CL SAN BERNARDO 74"
"CL LOPEZ DE HOYOS 3"
"CL ALBERTO BOSCH 16"
"CL GASOMETRO 5"
"CL NUÑEZ DE BALBOA 22"
"CL CLARA DEL REY 6"
"CL SANTIAGO BERNABEU 2"
"CL LOPE DE VEGA 8"
"CL ORENSE 54"
"CL TELLEZ 27"
"CL RODRIGUEZ MARIN 86"
"CL INFANTA MERCEDES 4"
"CL EL MAJUELO 3A"
"PO CASTELLANA 104"
"CL CASTELLO 34"
"CL BUJALANCE 3"
"CL MIGUEL ANGEL 6"
"CL CRUZ DEL SUR 19"
"CL FERNANDO EL CATOLICO 7"
"CL PADILLA 23"
"CL GENERAL PARDIÑAS 33"
"AV MENENDEZ PELAYO 41"
"CL GENERAL CASTAÑOS 2"
"CL JORGE JUAN 134"
"JUAN DE MENA, 8"
"CL MODESTO LAFUENTE 1"
"CL P. JUSTO DORADO DELLMANS 5"
"CL CONDESA DE VENADITO 5"
"CL GOYA 41"
"MANUEL BARTOLOME COSSIO, 2"
"CL ALENZA 2"
"TELLEZ, 25"
"AV ALFONSO XIII 125"
"CL JULIAN ROMEA 4"
"AGUSTIN DE FOXA, 1"
"CL JOSE ORTEGA Y GASSET 90"
"M 30 KM 27 C 2"
"PZ CONDE VALLE DE SUCHIL 6"
"CL JORGE JUAN 63"
"CL RICARDO SEPULVEDA 3"
"CL EMBAJADORES 88"
"CL FEDERICO SALMON 2"
"CL ESTEBANEZ CALDERON 2"
"CL PEDRO RICO 4"
"CL INFANTA MERCEDES 93"
"CL HILARION ESLAVA 1"
"PO MARQUES DE ZAFRA 29"
"PZ CIBELES, 4"
"PZ ALONSO MARTINEZ 7"
"CL MRS. CONCEPCIONISTAS 16"
"CL PADILLA 55"
"MARTIRES CONCEPCIONISTAS 2"
"CL PADRE RUBIO 74"
"PO ERMITA DEL SANTO 14"
"CL SUERO DE QUIÑONES 6"
"PO DELICIAS 91"
"CL LAGASCA 68"
"CL CAVANILLES 47"
"CL CARDENAL CISNEROS 52"
"CL NUÑEZ DE BALBOA 63"
"AV ALFONSO XIII 176"
"CL VICENTE CAMARON 20"
"CL VICTOR ANDRES BELAUNDE F37"
"CL LINNEO 1"
"CL VICTOR DE LA SERNA 3"
"MARQUES DE LA VALDAVIA 3"
"CL JOAQUIN MARIA LOPEZ 48"
"CL FERMIN CABALLERO 70"
"CL MATILDE LANDA 38"
"CL SANCHEZ PACHECO 59"
"CL ALC. SAINZ DE BARANDA 109"
"CL MARCELINA 30"
"CL ALCALA 237"
"CL RUIZ PALACIOS 24"
"AV ALFONSO XIII 160"
"CL MONTESA 22"
"CL ENCINAS 24"
"CL SANTA ENGRACIA 17"
"CL GARCILASO 7"
"CL ROSA MENENDEZ 23"
"CL CARACAS 17"
"PO CASTELLANA 20"
"CL VELAZQUEZ 10"
"CJAL. BENITO MTIN. LOZANO 9"
"CL ORENSE 16"
"CL JUAN DE URBIETA 1"
"CLLON SAN RAFAEL 5"
"CL TRIBULETE 23"
"CL FRAY LUIS DE LEON 12"
"CL SANCHEZ PRECIADO 33"
"CL CEA BERMUDEZ 47"
"CL GENERAL PARDIÑAS 34"
"PO LA HABANA 75"
"PO SANTA MARIA CABEZA 51"
"CL PONFERRADA 19"
"CL GOYA 129"
"JACOMETREZO, 15"
"CL VIRIATO 43"
"CL SALVADOR DE MADARIAGA 22"
"CL COSLADA 18"
"CL PADRE CLARET 24"
"CL FERRAZ 19"
"CL POETA JOAN MARAGALL 23"
"PO CASTELLANA 175"
"CL MONTALBAN 12"
"CL EROS 10"
"CL M. TERESA SAENZ DE HEREDIA"
"CL JUAN RAMON JIMENEZ 2"
"CL PEDRO SALINAS 8"
"AV MEDITERRANEO 10"
"CL SAN ENRIQUE 3"
"CL CLAUDIO COELLO 66"
"CL MARQUES DE CUBAS 4"
"CL LOPE DE RUEDA 7"
"PZ CONDE VALLE DE SUCHIL 11"
"CL SEVERINO AZNAR EMBID 8"
"CL SANCHO DAVILA F1024"
"PZ SAN AMARO 3"
"CL BENITO GUTIERREZ 7"
"CL MATEO GARCIA 30"
"CL JILOCA 3"
"CL IBIZA 45"
"CL MARTINEZ IZQUIERDO 60"
"CL AGUILEÑAS 2"
"CL SAN MARTIN 3"
"AV CAMILO JOSE CELA 5"
"CL COSTA VERDE 24"
"CL JUAN DE AUSTRIA 10"
"CL LAGASCA 27"
"PROF. MTIN. ALMAGRO BASCH 1"
"CL ARGANDA 33"
"CL CRISTOBAL BORDIU 33"
"AV BRUSELAS 50"
"CL DOCTOR ESQUERDO 157"
"PZ MONDARIZ 8 Epo"
"CL HERNANI 18"
"CL CONDE DEL SERRALLO 4"
"PO DELICIAS 112"
"CL FRANCISCO GERVAS 7"
"CL TRAFALGAR 9"
"CL PADRE RUBIO 78"
"PO CASTELLANA 190"
"CL LOPEZ DE HOYOS 176"
"CL HERREROS DE TEJADA 5"
"CL CUENCA 1"
"CL BLASCO DE GARAY 31"
"CL SAN EMILIO 15"
"CL VELAZQUEZ 90"
"CL CANARIAS 39"
"CL MARCENADO 42"
"CL PALACIOS 7"
"CL GUSTAVO FDZ BALBUENA 23"
"CL JOSE MARIA PEREDA 4"
"CL JOSE ORTEGA Y GASSET 26"
"CL ISAAC PERAL 54"
"CL POETA JOAN MARAGALL 4"
"PO CASTELLANA 71"
"CL ARTURO BALDASANO 17"
"CL NUESTRA SEÑORA DOLORES 16"
"CL JUAN ESPLANDIU 2C"
"CL BENIDORM 15"
"CL OMBU 3"
"CL CANTUESO 72"
"CL CANILLAS 15"
"CL MOSTOLES 34"
"PZ REYES MAGOS 3"
"CL CLARA DEL REY 36"
"AV AMERICA 42"
"CL JOSE CASTAN TOBEÑAS 1"
"CL EMBAJADORES 190"
"CL MOLINA 16"
"CL ARAVACA 24"
"CL SAAVEDRA FAJARDO 9"
"CL MANUEL MONTILLA 2"
"CL GENERAL ORAA 84"
"CL MATAELPINO 3"
"CL VALVERDE 3"
"CL VINCA 1"
"CL GUZMAN EL BUENO 32"
"CL GUZMAN EL BUENO 50"
"CL LAGASCA 6"
"CL MARQUES DE LOZOYA 44"
"CL CARDENAL SILICEO 5"
"PZ BEATA M. ANA DE JESUS 13"
"CL PRINCIPE DE VERGARA 157"
"AV MEDITERRANEO 16"
"MANUEL CALDEIRO, 1"
"CL YUCA 1"
"CL PARAGUAY 2"
"CL JOSE BARDASANO BAOS 6"
"AV ALBERTO ALCOCER 6"
"CL DULCINEA 63"
"CL ARAPILES 3"
"CL ESTRELLA POLAR 11"
"CL DOCTOR FLEMING 60"
"CL ALC. SAINZ DE BARANDA 61"
"CL LAVAPIES 56"
"SERRANO-MARIA DE MOLIN"
"CL RAFAEL CALVO 9"
"CL ALEJANDRO GONZALEZ 12"
"CL BRETON DE LOS HERREROS 11"
"CL TORRELAGUNA 123"
"CL VILLANUEVA 27"
"PO PONTONES 15"
"CL FUNDADORES 15"
"GRAN VIA-ESPAÑA"
"PZ CIUDAD DE SALTA 4"
"CL BENIDORM 3"
"PZ SANTA CRISTINA 2"
"CL SERRANO 105"
"CL SUERO DE QUIÑONES 18"
"PO JESUITAS 44"
"CL NUESTRA SEÑORA DE LUJAN 19"
"CL IBIZA 7"
"CL FRANCISCO NAVACERRADA 6"
"CL SANTA AUREA 36"
"CL REINA MERCEDES 22"
"CL RAFAEL DE RIEGO 36"
"CL FERNANDEZ DE LOS RIOS 92"
"CL SERRANO 18"
"CL TRIANA 1"
"CL REINA MERCEDES 6"
"AV ALBERTO ALCOCER 46"
"CL CLARA DEL REY 39"
"CL DOMENICO SCARLATTI 4"
"AV RAMON Y CAJAL 65"
"CL LIRA 1"
"CL CLARA DEL REY 11"
"CL FERNANDEZ DE LA HOZ 30"
"CL CAMPO REAL 4"
"CL HILARION ESLAVA 6"
"GENERAL CASTAÑOS, 1"
"CL BOLIVIA 42"
"PO PINTOR ROSALES 74"
"CL VICTOR ANDRES BELAUNDE 3"
"CL ANA MARIA 29"
"CL RIBERA DE CURTIDORES 9"
"CL MENENDEZ PIDAL 40"
"CL GENERAL LACY 3"
"CL FRAY LUIS DE LEON 2"
"CL LUIS CALVO 7"
"CL SAN TELMO 57"
"CL ENRIQUE LARRETA 2 A"
"PO CASTELLANA 81"
"CL VIRGEN DE LLUC 36"
"AV RAMON Y CAJAL 7"
"CL MARQUES DE AHUMADA 11"
"CL ESPRONCEDA 16"
"CL SANTA URSULA 17"
"AV BADAJOZ 17"
"CL MENENDEZ PIDAL 3 C"
"PZ ESPAÑA 15"
"CL SANTA ENGRACIA 59"
"CL CAVANILLES 23"
"CL JOSE ORTEGA Y GASSET 30"
"CL CANTUESO 75"
"JUAN ALVAREZ MENDIZABAL 23"
"CL PECHUAN 8"
"CL MALDONADO 38 B"
"CL PEZ VOLADOR 24"
"GENERAL ALVAREZ DE CASTRO 19"
"CL MANTUANO 4"
"CL ALEJANDRO FERRANT 4"
"CL LOMA 11"
"CL SANTA ENGRACIA 12"
"CL GENERAL PARDIÑAS 59"
"CL FERNANDO EL CATOLICO 15"
"CL VELAZQUEZ 133"
"CL ANICETO MARINAS 104"
"CL EMILIA 25"
"CL EMBAJADORES 151"
"PO PERALES 75"
"CL DON RAMON DE LA CRUZ 70"
"PO CASTELLANA 116"
"CL POETA ANGELA FIGUERA 27"
"CL CARAMUEL 13"
"CL FRAY JUNIPERO SERRA 31"
"CL ESCOSURA 23"
"AV GENERAL PERON 3"
"CL EMILIA 21"
"PO EXTREMADURA 96"
"CL CASTELLO 80"
"AV ALBERTO ALCOCER 8"
"PO ERMITA DEL SANTO 35"
"PZ MARQUES DE SALAMANCA 9"
"CL GRANJA 8"
"CL FUENCARRAL 135"
"CL GENERAL PARDIÑAS 97"
"CL ALCAZAR DE SAN JUAN 3"
"CL NEGUILLA 7"
"CL INFANTAS 4"
"CL GAZTAMBIDE 49"
"CL SIRIO 28"
"CL MANUEL LUNA 4"
"PO CHOPERA 45"
"PZ SAGRADOS CORAZONES 1"
"CL TOMAS BRETON 53"
"CL CLAUDIO COELLO 114"
"CL BRONCE 33"
"CL VIRGEN DE LLUC 32"
"CL PRADILLO 61 B"
"CL RAMIRO II 4"
"CL RAFAEL CALVO 24"
"CL HERMOSILLA 6"
"CL SERRANO 203"
"AV ALBERTO ALCOCER 32"
"AV MONFORTE DE LEMOS 10"
"CL FEDERICO SALMON 4"
"CL INFANTA MERCEDES 31"
"CL NUMANCIA 12"
"CL MONTE ESQUINZA 46"
"AV ALFONSO XIII 93"
"CL GABRIEL LOBO 25"
"ALCALA, 31"
"CL ANTONIO MAURA 7"
"CL EDGAR NEVILLE 24"
"CL APOLONIO MORALES 4"
"CL LOPEZ DE HOYOS 158"
"CL EMILIA 24"
"CL JUAN ESPLANDIU 6"
"CL CONDE DEL SERRALLO 17"
"CL ALEJANDRO GONZALEZ 11"
"RO ATOCHA 27"
"CL BERNARDINO OBREGON 14"
"CL VALLE DE ARAN 3"
"CL DON RAMON DE LA CRUZ 38"
"CL PUENTEAREAS 4"
"VIRGEN DE LOS PELIGROS, 13"
"CL EMBAJADORES 172"
"CL LOPEZ DE HOYOS 198"
"PO JUAN XXIII 12"
"CL SANTA HORTENSIA 46 C"
"PO OLMOS 20"
"CL JAIME VERA 10"
"CL DIVINO PASTOR 28"
"CL PINAR 1"
"CL PONCIANO 8"
"CL MARTIRES DE LA VENTILLA 116"
"CL BUEN SUCESO 2"
"CL PONZANO 18"
"CL MONTELEON 18"
"PZ LEALTAD 1"
"CL PRINCIPE DE VERGARA 256"
"CL MARQUES DE TORRELAGUNA 8"
"CL PRINCIPE DE VERGARA 210"
"CL JUAN DE URBIETA 47"
"CL TUTOR 45"
"CL VICTOR ANDRES BELAUNDE 21"
"PO REINA CRISTINA 4"
"CL FERRAZ 63"
"CL EMBAJADORES 159"
"CL SAN GERMAN 15"
"CL GARCIA DE PAREDES 94"
"CL ANDRES MELLADO 1"
"CL GOYA 137"
"CL ALGODONALES 17"
"CL ANTONIO ZAMORA 63"
"PZ CONDESA DE GAVIA 3"
"CL ALMOROX 5"
"CL SANCHEZ PACHECO 17"
"CL DOCTOR ESQUERDO 66"
"TRAFALGAR-ALBURQUERQUE"
"PO CASTELLANA 202"
"CL PADRE COLOMA 14"
"CL FERROCARRIL 6"
"CL ARTISTAS 3"
"CL GENERAL LACY 58"
"ALFONSO XII-CIUDAD DE BARC"
"CL HORTALEZA 51"
"CL FRUELA 2"
"CL CONDE DEL SERRALLO 1 E"
"AV SANTO ANGEL DE LA GUARDA 6"
"CL DOCTOR ESQUERDO 155B"
"ISAAC PERAL, 54"
"CL VELAZQUEZ 124"
"CL JUANA DOÑA 10"
"CL GUILLERMO DE OSMA 12"
"CL JUAN DE LA HOZ 6"
"CL ORURO 6"
"CL ARAVACA 30"
"CL ALC. SAINZ DE BARANDA 99"
"CL ARROYO 30"
"CL ENRIQUE JARDIEL PONCELA 1"
"CL VALDERRIBAS 32"
"CL ZURBARAN 5"
"CL JUAN DE AROLAS 1"
"CL BRAVO MURILLO 42"
"CL LAS CIGARRERAS 3"
"CL HENRI DUNANT 11"
"CL MENDEZ ALVARO 4"
"CL JOSE ORTEGA Y GASSET 17"
"CL MAESTRO GUERRERO 8"
"CL LUISA FERNANDA 21"
"CL SAN MATEO 14"
"PO CASTELLANA 192"
"CL JUAN RAMON JIMENEZ 43"
"CL ROGELIO OSORIO 4"
"CL CACERES 17"
"CL MARQUES DE VIANA 44"
"CL JOAQUIN MARIA LOPEZ 30"
"CL CANILLAS 3"
"CL VALLDEMOSA 34"
"AV PIO XII 4"
"PO CASTELLANA 95"
"CL SANTA HORTENSIA 60"
"PRADO-CIBELES"
"CL ALONSO CANO 18"
"CL FERNANDEZ DE LOS RIOS 28"
"CL DONOSO CORTES 81"
"CL ALONSO CARBONELL 6"
"CL JOAQUIN MARIA LOPEZ 44"
"PO CASTELLANA 212"
"CL MIGUEL ANGEL 22"
"CL VALLEHERMOSO 18"
"AV PABLO IGLESIAS 2"
"CL EMILIO CAMPION 3"
"CL MODESTO LAFUENTE 6"
"CL RIOS ROSAS 12"
"PO CASTELLANA 246"
"CL JUAN BRAVO 37"
"CL TORRELAGUNA 108"
"CL ALMIRANTE 25"
"PO IMPERIAL 42"
"CL ESCOSURA 5"
"CL GARCIA DE PAREDES 17"
"CL VANDERGOTEN 9"
"PO ERMITA DEL SANTO 18"
"CL AVIADOR ZORITA 49"
"PZ PLATON 15"
"CL CONDE DE TORRALBA 1"
"CL EMBAJADORES 110"
"CL DOCTOR ESQUERDO 166"
"CL RUIZ PALACIOS 32"
"CL TTE. CORONEL NOREÑA 46"
"CL LOPE DE RUEDA 16"
"CL BRAVO MURILLO 37"
"CL MARTIRES DE LA VENTILLA 97"
"AV ALFONSO XIII 43"
"CL TELLEZ 58"
"CL MANZANARES 17"
"CL PADRE XIFRE 5"
"CL SANTA POLA 22"
"PO PRADO 11"
"CL CHANTADA 26"
"CL MENORCA 10"
"CL CASTELLO 121"
"CL VILLAAMIL 25"
"CL CASTILLA 1"
"PO DE LA FLORIDA 21"
"CL ARGENSOLA 12"
"AV PIO XII 55"
"PO SANTA MARIA CABEZA 23"
"CL GOYA 4"
"CL NUÑEZ DE BALBOA 28"
"PZ PEDRO ZEROLO, 12"
"CL CARLOS MAURRAS 2 B"
"CL SEGRE 20"
"CL JUAN HURTADO DE MENDOZA 8"
"CL CYESA 10"
"CL CLAUDIO COELLO 143"
"CL SAN GERMAN 21"
"CL RIBERA DE CURTIDORES 12"
"CL ALFREDO MARQUERIE 6"
"CL DOCTOR CASTELO 54"
"CL VIZCAYA 10"
"CL DON RAMON DE LA CRUZ 12"
"CL DOCTOR FLEMING 12"
"PO CASTELLANA 183"
"PO CASTELLANA 142"
"CL GAZTAMBIDE 51"
"CL ALBACETE 3  C"
"CL CEA BERMUDEZ 12"
"CL AQUILINO DOMINGUEZ 7"
"CL MACARENA 4"
"PZ DUQUE DE PASTRANA 7"
"POETA ESTEBAN DE VILLEGAS 8"
"CASTILLA-CASTELLANA"
"AV ALFONSO XIII 127"
"CL DULCINEA 50"
"CL POETA ANGELA FIGUERA 6"
"AGUSTIN DE FOXA, 42"
"CL RODRIGUEZ SAN PEDRO 36"
"CL LA BAÑEZA 22"
"PO MARQUES DE ZAFRA 5"
"AV PORTUGAL 153"
"CL BRAVO MURILLO 64"
"CL REY FRANCISCO 21"
"CL ESTRELLA NAOS 18"
"CL FERNANDO EL SANTO 1"
"CL FIDIAS 31"
"CL VIZCAINOS 23"
"CL CONDE DE XIQUENA 3"
"CL AYALA 112"
"CL SAN JUAN DE LA SALLE 3"
"CL CAÑAVERAL 16"
"CL ANDALUCIA 8"
"CL PIO BAROJA 8"
"CL VIRGEN DE LLUC 54"
"PO VIRGEN DEL PUERTO 19"
"CL NUESTRA SEÑORA DE LUJAN 11"
"CL JUAN SEBASTIAN ELCANO 38"
"CL GOYA 133"
"FERNANDO VI, 23"
"CL MAESTRO RIPOLL 3"
"PZ PUERTA DEL SOL, 4"
"CL COLOMBIA 2"
"PO LA HABANA 77"
"CL NUÑEZ DE BALBOA 16"
"CL DOCTOR CASTELO 35"
"CL ORENSE 26"
"CL GENERAL ORAA 72"
"AV MONFORTE DE LEMOS 26"
"CL JOSE ESPELIUS 9"
"PO ERMITA DEL SANTO 48"
"CL PEÑUELAS 4"
"CL LAGASCA 125"
"CL JOAQUIN MARIA LOPEZ 1"
"PO DIRECCION 324"
"VALLEHERMOSO, 50"
"CL MARTIRES DE LA VENTILLA 91"
"CL PRINCIPE DE VERGARA 197"
"CL ARQUITECTO GAUDI 6"
"PZ SAGRADOS CORAZONES 2"
"CL FERNAN GONZALEZ 37"
"PZ ESPAÑA, 3"
"CL FERNANDEZ DE LA HOZ 70"
"CL AGUSTIN DE FOXA 26"
"CL JULIAN ROMEA 23"
"CL SAN GERMAN 38"
"PO CASTELLANA 144"
"CL DOCTOR CARRACIDO 1"
"CL DOCTOR GOMEZ ULLA 6"
"CL NICASIO GALLEGO 14"
"CL OFELIA NIETO 71"
"CL PLATANO 15"
"CL HUMILLADERO 8"
"RO ATOCHA 29"
"CL ORENSE 42"
"CL EMBAJADORES 59"
"CL AYALA 27"
"AV CONCHA ESPINA 20"
"CL ESPRONCEDA 40"
"CL JUAN RAMON JIMENEZ 15"
"PO DELICIAS 88"
"AV MARQUES DE CORBERA 35"
"CL JOSE CALVO 3"
"CL PANAMA 14"
"PO STA. MARIA CABEZA 64"
"CL FUENTE DEL SAZ 2"
"CL MARCELIANO SANTA MARIA 9"
"CL BENICASIM 4"
"AV GENERAL PERON 5"
